image_id,file_name,gt_boxes,predictions,rank,query_index,class_id,score,best_gt_iou,best_gt_index,best_gt_category_id,nearest_gt_category_match,box_x1,box_y1,box_x2,box_y2,query_gt_attention_mass,diagnostic_bucket,query_top_pred_attention_mass,query_attention_entropy,query_attention_peak_x,query_attention_peak_y,out
492,000000000492_ILSVRC2012_val_00001641.JPEG,6,5,1,0,3,0.8776707053184509,0.760108865690576,0,4,1,89.66033172607422,78.0393295288086,199.24758911132812,243.5293731689453,0.8124999969715248,aligned_hit,0.8202269914101852,0.3979921637538182,0.1640625,0.4296875,results/rfdetr_attention_top1_offcenter40_train1000_6best/query_overlays/000000000492_000000000492_ILSVRC2012_val_00001641_rank01_q000_attn.jpg
1527,000000001527_ILSVRC2012_val_00005152.JPEG,4,28,1,0,0,0.7361752986907959,0.0,0,179,0,200.5149688720703,328.0684814453125,249.84979248046875,374.4341735839844,0.0,zero_mass,0.8803636180286442,0.3751125283490588,0.4765625,0.9921875,results/rfdetr_attention_top1_offcenter40_train1000_6best/query_overlays/000000001527_000000001527_ILSVRC2012_val_00005152_rank01_q000_attn.jpg
1151,000000001151_ILSVRC2012_val_00003867.JPEG,10,1,1,0,112,0.2220713347196579,0.0630772240302958,0,143,0,2.164900302886963,6.67694616317749,474.0365905761719,316.1746520996094,0.25694424953638323,aligned_miss,0.81735844768671,0.3928121203198953,0.8984375,0.0390625,results/rfdetr_attention_top1_offcenter40_train1000_6best/query_overlays/000000001151_000000001151_ILSVRC2012_val_00003867_rank01_q000_attn.jpg
945,000000000945_ILSVRC2012_val_00003195.JPEG,7,1,1,0,0,0.8203139901161194,0.948014646684269,6,1,1,92.03279876708984,34.28194046020508,235.15284729003906,428.1515808105469,0.9262047431264337,aligned_hit,0.8699697398600433,0.3975568065596787,0.5078125,0.0859375,results/rfdetr_attention_top1_offcenter40_train1000_6best/query_overlays/000000000945_000000000945_ILSVRC2012_val_00003195_rank01_q000_attn.jpg
999,000000000999_ILSVRC2012_val_00003377.JPEG,4,10,1,0,18,0.9458944201469421,0.9677493763096973,0,19,1,109.42578887939453,22.214859008789062,335.9228820800781,254.9285888671875,0.8309777012059127,aligned_hit,0.8309777012059127,0.3977485840784677,0.5703125,0.0859375,results/rfdetr_attention_top1_offcenter40_train1000_6best/query_overlays/000000000999_000000000999_ILSVRC2012_val_00003377_rank01_q000_attn.jpg
487,000000000487_ILSVRC2012_val_00001624.JPEG,3,4,1,0,18,0.9129972457885742,0.6229692314108194,1,19,1,290.4183349609375,71.46994018554688,376.4071350097656,278.8818664550781,0.8237640216017408,aligned_hit,0.8133652564722085,0.38853355590004196,0.6328125,0.2734375,results/rfdetr_attention_top1_offcenter40_train1000_6best/query_overlays/000000000487_000000000487_ILSVRC2012_val_00001624_rank01_q000_attn.jpg
200,000000000200_ILSVRC2012_val_00000698.JPEG,5,2,1,0,0,0.9233710169792175,0.9796850491410907,0,1,1,13.940916061401367,36.58776092529297,356.49078369140625,475.93182373046875,0.9232799125992408,aligned_hit,0.8235134518574005,0.3963794885457148,0.3515625,0.0703125,results/rfdetr_attention_top1_offcenter40_train1000_6best/query_overlays/000000000200_000000000200_ILSVRC2012_val_00000698_rank01_q000_attn.jpg
1793,000000001793_ILSVRC2012_val_00005962.JPEG,13,19,1,0,0,0.8128058910369873,0.8469223909414613,4,1,1,280.0359802246094,153.51739501953125,355.942138671875,333.1890869140625,0.8558319812314299,aligned_hit,0.8672788429456924,0.3954147247899152,0.6328125,0.3984375,results/rfdetr_attention_top1_offcenter40_train1000_6best/query_overlays/000000001793_000000001793_ILSVRC2012_val_00005962_rank01_q000_attn.jpg
608,000000000608_ILSVRC2012_val_00002012.JPEG,8,14,1,0,18,0.8338060975074768,0.9624355692539847,7,19,1,203.00570678710938,138.15086364746094,433.2193908691406,311.1031494140625,0.7458637418163948,aligned_hit,0.7458637418163948,0.3927044344399281,0.5078125,0.3828125,results/rfdetr_attention_top1_offcenter40_train1000_6best/query_overlays/000000000608_000000000608_ILSVRC2012_val_00002012_rank01_q000_attn.jpg
1386,000000001386_ILSVRC2012_val_00004657.JPEG,5,7,1,0,18,0.961124837398529,0.9609623806721272,2,19,1,143.4031219482422,131.6508026123047,433.13897705078125,322.1111755371094,0.8839873575884428,aligned_hit,0.8184440983039782,0.3913036535317579,0.5078125,0.3984375,results/rfdetr_attention_top1_offcenter40_train1000_6best/query_overlays/000000001386_000000001386_ILSVRC2012_val_00004657_rank01_q000_attn.jpg
